"Journal Data Filtered By:  Selected Categories: MATHEMATICS, APPLIED;MATHEMATICS, INTERDISCIPLINARY APPLICATIONS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Journal of Cellular Automata","J CELL AUTOM","1557-5969","1557-5977","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","121","0.3","Q4","0.11","0"%,
"Uchenye Zapiski Kazanskogo Universiteta-Seriya Fiziko-Matematicheskie Nauki","UCHEN ZAP KAZ U-MAT","2541-7746","2500-2198","MATHEMATICS, APPLIED - ESCI","48","0.3","N/A","0.1","90"%,
"International Journal of Mathematics for Industry","INT J MATH IND","2661-3352","2661-3344","MATHEMATICS, APPLIED - ESCI","16","0.2","N/A","0.41","100"%,
"Bulletin of the South Ural State University Series-Mathematical Modelling Programming & Computer Software","BULL SOUTH URAL STAT","2071-0216","2308-0256","MATHEMATICS, APPLIED - ESCI","147","0.2","N/A","0.19","91.27"%,
"Prikladnaya Diskretnaya Matematika","PRIKL DISKRETN MAT","2071-0410","2311-2263","MATHEMATICS, APPLIED - ESCI","66","0.2","N/A","0.13","0"%,
"Algebra And Discrete Mathematics","ALGEBRA DISCRET MATH","1726-3255","2415-721X","MATHEMATICS, APPLIED - ESCI","215","0.2","N/A","0.12","99.19"%,
"Pacific Journal of Optimization","PAC J OPTIM","1348-9151","1348-9151","MATHEMATICS, APPLIED - SCIE","457","0.2","Q4","0.11","0"%,
"International Journal of Applied Mathematics & Statistics","INT J APPL MATH STAT","0973-1377","0973-7545","MATHEMATICS, APPLIED - ESCI","198","0.2","N/A","0.1","0"%,
"Journal of Mathematics and the Arts","J MATH ARTS","1751-3472","1751-3480","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","84","0.2","N/A","0.08","8.33"%,
"Advances in Differential Equations and Control Processes","ADV DIFFER EQU CONTR","0974-3243","0974-3243","MATHEMATICS, APPLIED - ESCI","54","0.1","N/A","0.11","63.51"%,
"Symmetry-Culture and Science","SYMMETRY-BUDAPEST","0865-4824","2226-1877","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","42","0.1","N/A","0.1","0"%,
"ACM Communications in Computer Algebra","ACM COMMUN COMPUT AL","1932-2232","1932-2240","MATHEMATICS, APPLIED - ESCI","70","0.1","N/A","0.07","0"%,
"Bollettino di Storia delle Scienze Matematiche","B STOR SCI MAT","0392-4432","1724-1650","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","32","0.1","Q4","0.06","0"%,
"Journal of Numerical and Applied Mathematics","J NUMER APPL MATH","0868-6912","0868-6912","MATHEMATICS, APPLIED - ESCI","9","0.1","N/A","0.03","0"%,
"International Journal of Mathematics and Physics","INT J MATH PHYS-KAZA","2218-7987","2409-5508","MATHEMATICS, APPLIED - ESCI","10","<0.1","N/A","0.04","100"%,
"Abakos","ABAKOS","2316-9451","2316-9451","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI","10","<0.1","N/A","0.02","0"%,
"Applied Mathematics in Science and Engineering","APPL MATH SCI ENG","N/A","2769-0911","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE","31","N/A","N/A","0.14","76.92"%,
"Advances in Continuous and Discrete Models","ADV CONTIN DISCRET M","N/A","2731-4235","MATHEMATICS, APPLIED - SCIE","84","N/A","N/A","N/A","95.83"%,

Copyright (c) 2024 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
