"Journal Data Filtered By:  Selected Categories: MANAGEMENT;MARINE & FRESHWATER BIOLOGY;MATERIALS SCIENCE, BIOMATERIALS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"International Journal of Knowledge Management Studies","INT J KNOWL MAN STUD","1743-8268","1743-8276","MANAGEMENT - ESCI","127","0.7","N/A","0.16","0"%,
"VIE ET MILIEU-LIFE AND ENVIRONMENT","VIE MILIEU","0240-8759","N/A","MARINE & FRESHWATER BIOLOGY - SCIE","594","0.7","Q4","0.16","0"%,
"International Journal of Management Studies","INT J MANAG STUD","2232-1608","2180-2467","MANAGEMENT - ESCI","177","0.7","N/A","0.15","30.56"%,
"Management-Journal of Contemporary Management Issues","MANAG-J CONTEMP MANA","1331-0194","1846-3363","MANAGEMENT - ESCI","243","0.7","N/A","0.15","100"%,
"Acta Structilia","ACTA STRUCTILIA","1023-0564","2415-0487","MANAGEMENT - ESCI","103","0.7","N/A","0.14","82.5"%,
"Annals of Corporate Governance","ANN CORP GOV","2381-6732","2381-6732","MANAGEMENT - ESCI","30","0.7","N/A","0.14","90"%,
"International Journal of Applied Management Science","INT J APPL MANAG SCI","1755-8913","1755-8921","MANAGEMENT - ESCI","122","0.7","N/A","0.13","0"%,
"Management & Organizational History","MANAG ORGAN HIST","1744-9359","1744-9367","MANAGEMENT - SSCI","282","0.6","Q4","1.63","23.26"%,
"CRUSTACEANA","CRUSTACEANA","0011-216X","1568-5403","MARINE & FRESHWATER BIOLOGY - SCIE","2,139","0.6","Q4","0.23","1.47"%,
"Plankton & Benthos Research","PLANKTON BENTHOS RES","1880-8247","1882-627X","MARINE & FRESHWATER BIOLOGY - SCIE","296","0.6","Q4","0.22","98.08"%,
"CAHIERS DE BIOLOGIE MARINE","CAH BIOL MAR","0007-9723","2262-3094","MARINE & FRESHWATER BIOLOGY - SCIE","1,118","0.6","Q4","0.19","0"%,
"Russian Journal of Marine Biology","RUSS J MAR BIOL+","1063-0740","1608-3377","MARINE & FRESHWATER BIOLOGY - SCIE","937","0.6","Q4","0.17","0.92"%,
"BULLETIN OF THE EUROPEAN ASSOCIATION OF FISH PATHOLOGISTS","B EUR ASSOC FISH PAT","0108-0288","0108-0288","MARINE & FRESHWATER BIOLOGY - SCIE","625","0.6","Q4","0.16","15.63"%,
"Quality-Access to Success","QUAL-ACCESS SUCCESS","1582-2559","2668-4861","MANAGEMENT - ESCI","781","0.6","N/A","0.14","0"%,
"Management-Poland","MANAG-POL","1429-9321","N/A","MANAGEMENT - ESCI","165","0.6","N/A","0.13","100"%,
"Progress on Chemistry and Application of Chitin and its Derivatives","PROG CHEM APPL CHITI","1896-5644","1896-5644","MATERIALS SCIENCE, BIOMATERIALS - ESCI","181","0.6","N/A","0.09","97.87"%,
"AMERICAN MALACOLOGICAL BULLETIN","AM MALACOL BULL","0740-2783","2162-2698","MARINE & FRESHWATER BIOLOGY - SCIE","482","0.5","Q4","0.22","0"%,
"South East Asian Journal of Management","S E ASIAN J MANAGE","1978-1989","2355-6641","MANAGEMENT - ESCI","99","0.5","N/A","0.17","70.37"%,
"ACCESS-Access to science business innovation in the digital economy","ACCESS-ACCESS SCI BU","N/A","2683-1007","MANAGEMENT - ESCI","26","0.5","N/A","0.15","96.49"%,
"Independent Journal of Management & Production","INDEP J MANAG PROD","2236-269X","2236-269X","MANAGEMENT - ESCI","373","0.5","N/A","0.14","87.62"%,
"Upravlenets-The Manager","UPRAVLENETS","2218-5003","2218-5003","MANAGEMENT - ESCI","85","0.5","N/A","0.13","97.56"%,
"Journal of Biobased Materials and Bioenergy","J BIOBASED MATER BIO","1556-6560","1556-6579","MATERIALS SCIENCE, BIOMATERIALS - SCIE","730","0.5","Q4","0.1","0"%,
"International Journal of Services Technology and Management","INT J SERV TECHNOL M","1460-6720","1741-525X","MANAGEMENT - ESCI","264","0.5","N/A","0.08","0"%,
"Irish Journal of Management","IR J MANAG","1649-248X","2451-2834","MANAGEMENT - ESCI","92","0.5","N/A","0.08","93.1"%,
"Scientific Papers of the University of Pardubice-Series D-Faculty of Economics and Administration","SCI PAP U PARD-SER D","1211-555X","1804-8048","MANAGEMENT - ESCI","38","0.4","N/A","0.23","61.87"%,
"NAUTILUS","NAUTILUS","0028-1344","0028-1344","MARINE & FRESHWATER BIOLOGY - SCIE","389","0.4","Q4","0.14","0"%,
"SMART-Journal of Business Management Studies","SMART-J BUS MANAG ST","0973-1598","2321-2012","MANAGEMENT - ESCI","63","0.4","N/A","0.13","0"%,
"REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA","REV BIOL MAR OCEANOG","0717-3326","0718-1957","MARINE & FRESHWATER BIOLOGY - SCIE","659","0.4","Q4","0.12","87.5"%,
"Rossiiskii Zhurnal Menedzhmenta-Russian Management Journal","ROSS ZH MENEDZH","1729-7427","2618-6977","MANAGEMENT - ESCI","53","0.4","N/A","0.12","100"%,
"Direccion y Organizacion","DIR ORGAN","1132-175X","2171-6323","MANAGEMENT - ESCI","84","0.4","N/A","0.1","35.29"%,
"ARCHIV FUR MOLLUSKENKUNDE","ARCH MOLLUSKENKD","1869-0963","2367-0622","MARINE & FRESHWATER BIOLOGY - SCIE","183","0.3","Q4","0.2","0"%,
"JOURNAL OF CONCHOLOGY","J CONCHOL","0022-0019","N/A","MARINE & FRESHWATER BIOLOGY - SCIE","226","0.3","Q4","0.18","0"%,
"Tec Empresarial","TEC EMPRESARIAL","1659-2395","1659-2395","MANAGEMENT - ESCI","56","0.3","N/A","0.12","46.67"%,
"Jurnal Ilmu dan Teknologi Kelautan Tropis","J ILMU TEKNOL KELAUT","2087-9423","2085-6695","MARINE & FRESHWATER BIOLOGY - ESCI","120","0.3","N/A","0.08","91.13"%,
"Cuadernos de Administracion-Universidad del Valle","CUAD ADM-U VALLE","0120-4645","2256-5078","MANAGEMENT - ESCI","39","0.3","N/A","0.06","91.86"%,
"RISUS-Journal on Innovation and Sustainability","RISUS","2179-3565","2179-3565","MANAGEMENT - ESCI","111","0.3","N/A","0.06","83.22"%,
"Revista Gestao Organizacional","REV GEST ORGAN","1983-6635","1983-6635","MANAGEMENT - ESCI","47","0.3","N/A","0.04","82.88"%,
"Gecontec-Revista Internacional de Gestion del Conocimiento y la Tecnologia","GECONTEC","2255-5684","2255-5684","MANAGEMENT - ESCI","25","0.3","N/A","0.03","0"%,
"REVMAR-Revista Ciencias Marinas y Costeras","REVMAR-REV CIENC MAR","1659-407X","1659-407X","MARINE & FRESHWATER BIOLOGY - ESCI","37","0.2","N/A","0.09","97.14"%,
"International Journal of Emergency Management","INT J EMERG MANAG","1471-4825","1741-5071","MANAGEMENT - ESCI","225","0.2","N/A","0.08","0"%,
"NMIMS Management Review","NMIMS MANAG REV","0971-1023","0971-1023","MANAGEMENT - ESCI","43","0.2","N/A","0.08","3.7"%,
"NTU Management Review","NTU MANAG REV","1018-1601","2410-2490","MANAGEMENT - ESCI","64","0.2","N/A","0.08","0"%,
"Problemy Zarzadzania-Management Issues","PROBL ZARZ","1644-9584","2300-8792","MANAGEMENT - ESCI","96","0.2","N/A","0.07","66.67"%,
"Journal of Research Administration","J RES ADMIN","1539-1590","1539-1590","MANAGEMENT - ESCI","99","0.2","N/A","0.06","0"%,
"Revista Gestao & Tecnologia-Journal of Management and Technology","REV GEST TECNOL","1677-9479","2177-6652","MANAGEMENT - ESCI","68","0.2","N/A","0.06","38.46"%,
"Revista de Gestao e Secretariado-GeSeC","REV GEST SECR-GESEC","2178-9010","2178-9010","MANAGEMENT - ESCI","81","0.2","N/A","0.05","90"%,
"Asian Journal of Management Cases","ASIAN J MANAG CASES","0972-8201","0973-0621","MANAGEMENT - ESCI","34","0.2","N/A","0.04","0"%,
"JIMS8M-The Journal of Indian Management & Strategy","JIMS8M-J INDIAN MANA","0973-9335","0973-9343","MANAGEMENT - ESCI","34","0.2","N/A","0.03","0"%,
"Sistemas & Gestao","SIST GEST","1980-5160","1980-5160","MANAGEMENT - ESCI","64","0.2","N/A","0.03","87.21"%,
"Administracao-Ensino e Pesquisa","ADMINISTRACAO","2177-6083","2358-0917","MANAGEMENT - ESCI","72","0.1","N/A","0.09","98.31"%,
"Research in Marine Sciences","RES MAR SCI","2538-5542","2538-2705","MARINE & FRESHWATER BIOLOGY - ESCI","13","0.1","N/A","0.08","0"%,
"Hidrobiologica","HIDROBIOLOGICA","0188-8897","0188-8897","MARINE & FRESHWATER BIOLOGY - SCIE","381","0.1","Q4","0.06","0"%,
"Journal of Organisational Studies and Innovation","J ORGAN STUD INNOV","2056-9122","2056-9130","MANAGEMENT - ESCI","23","0.1","N/A","0.06","0"%,
"Contabilidade Gestao e Governanca","CONTAB GEST GOV","1984-3925","1984-3925","MANAGEMENT - ESCI","70","0.1","N/A","0.04","71.83"%,
"Revista Gestion de las Personas y Tecnologia","REV GEST PERSONAS TE","0718-5693","0718-5693","MANAGEMENT - ESCI","16","0.1","N/A","0.04","35.59"%,
"Navus-Revista de Gestao e Tecnologia","NAVUS-REV GEST TECNO","2237-4558","2237-4558","MANAGEMENT - ESCI","61","0.1","N/A","0.03","87.26"%,
"BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS","BETRIEB FORSCH PRAX","0340-5370","0340-5370","MANAGEMENT - SSCI","152","0.1","Q4","0.02","0"%,
"Revista Administracao em Dialogo","REV ADM DIALOGO","2178-0080","2178-0080","MANAGEMENT - ESCI","22","0.1","N/A","0.02","97.62"%,
"Revista Eletronica de Estrategia e Negocios-REEN","REV ELETRONICA ESTRA","1984-3372","1984-3372","MANAGEMENT - ESCI","59","0.1","N/A","0.02","29.9"%,
"Academy Review","ACAD REV","2074-5354","2522-9745","MANAGEMENT - ESCI","17","0.1","N/A","0.01","97.22"%,
"Revista Ciencias Administrativas","REV CIENC ADM","1414-0896","2318-0722","MANAGEMENT - ESCI","35","0.1","N/A","0.01","58.82"%,
"Vision Gerencial","VIS GERENC","2477-9547","1317-8822","MANAGEMENT - ESCI","23","0.1","N/A","0.01","16.92"%,
"Dalhousie Journal of Interdisciplinary Management","DALHOUS J INTERDISCI","N/A","1923-6530","MANAGEMENT - ESCI","24","<0.1","N/A","0.02","0"%,
"Teoria e Pratica em Administracao-TPA","TEOR PRAT ADM-TPA","2238-104X","2238-104X","MANAGEMENT - ESCI","24","<0.1","N/A","0.02","80"%,
"Revista ENIAC Pesquisa","REV ENIAC PESQ","2316-2341","2316-2341","MANAGEMENT - ESCI","7","<0.1","N/A","0.01","14"%,
"Bioinspired Biomimetic and Nanobiomaterials","BIOINSPIR BIOMIM NAN","2045-9858","2045-9866","MATERIALS SCIENCE, BIOMATERIALS - SCIE","427","N/A","N/A","0.47","3.39"%,
"Annals in Social Responsibility","ANN SOC RESPONSI","2056-3515","2056-3523","MANAGEMENT - ESCI","20","N/A","N/A","N/A","0"%,
"Biomaterials Advances","BIOMATER ADV","N/A","2772-9508","MATERIALS SCIENCE, BIOMATERIALS - SCIE","807","N/A","N/A","N/A","13.15"%,

Copyright (c) 2024 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
