"Journal Data Filtered By:  Selected Categories: PHILOSOPHY;PHYSICS, APPLIED;PHYSICS, ATOMIC, MOLECULAR & CHEMICAL Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"INTERPRETATION-A JOURNAL OF POLITICAL PHILOSOPHY","INTERPRETATION-J POL","0020-9635","0020-9635","PHILOSOPHY - AHCI","63","<0.1","N/A","0.08","0"%,
"Studi Kantiani","STUD KANTIANI","1123-4938","1724-1812","PHILOSOPHY - ESCI","26","<0.1","N/A","0.08","0"%,
"Methodos-Savoirs et Textes","METHODOS","1769-7379","1769-7379","PHILOSOPHY - ESCI","30","<0.1","N/A","0.07","94.87"%,
"Phainomena","PHAINOMENA","1318-3362","2232-6650","PHILOSOPHY - ESCI","7","<0.1","N/A","0.07","0"%,
"Revista de Filosofia-Madrid","REV FILOS-MADR","0034-8244","1988-284X","PHILOSOPHY - ESCI","23","<0.1","N/A","0.07","89.19"%,
"RIVISTA DI FILOSOFIA NEO-SCOLASTICA","RIV FILOS NEO-SCOLAS","0035-6247","0035-6247","PHILOSOPHY - AHCI","83","<0.1","N/A","0.07","0"%,
"FILOSOFICKY CASOPIS","FILOS CAS","0015-1831","N/A","PHILOSOPHY - AHCI","54","<0.1","N/A","0.06","55.26"%,
"Ragion Pratica","RAGION PRAT","1720-2396","1720-2396","PHILOSOPHY - ESCI","46","<0.1","N/A","0.06","0"%,
"Griot-Revista de Filosofia","GRIOT-BRAZIL","2178-1036","2178-1036","PHILOSOPHY - ESCI","16","<0.1","N/A","0.05","98.73"%,
"Lebenswelt-Aesthetics and Philosophy of Experience","LEBENSWELT","2240-9599","2240-9599","PHILOSOPHY - ESCI","25","<0.1","N/A","0.05","0"%,
"Cuadernos de Filosofia Latinoamericana","CUAD FILOS LATINOAM","0120-8462","2500-5375","PHILOSOPHY - ESCI","10","<0.1","N/A","0.04","75"%,
"Cuestiones de Filosofia","CUEST FILOS","0123-5095","2389-9441","PHILOSOPHY - ESCI","8","<0.1","N/A","0.04","68.29"%,
"Filozofska Istrazivanja","FILOZ ISTRAZ","0351-4706","0351-4706","PHILOSOPHY - AHCI","24","<0.1","N/A","0.04","99.14"%,
"Nuevo Pensamiento-Revista de Filosofia","NUEVO PENSAM","1853-7596","1853-7596","PHILOSOPHY - ESCI","6","<0.1","N/A","0.04","0"%,
"Pensando-Revista de Filosofia","PENSANDO","2178-843X","2178-843X","PHILOSOPHY - ESCI","6","<0.1","N/A","0.04","21.05"%,
"REVUE DES SCIENCES PHILOSOPHIQUES ET THEOLOGIQUES","REV SCI PHILOS THEOL","0035-2209","2118-4445","PHILOSOPHY - AHCI","98","<0.1","N/A","0.04","0"%,
"REVUE PHILOSOPHIQUE DE LOUVAIN","REV PHILOS LOUVAIN","0035-3841","1783-1768","PHILOSOPHY - AHCI","92","<0.1","N/A","0.04","0"%,
"ETUDES PHILOSOPHIQUES","ETUD PHILOS","0014-2166","2101-0056","PHILOSOPHY - AHCI","93","<0.1","N/A","0.03","0"%,
"Sguardo-Rivista di Filosofia","SGUARDO","2036-6558","2036-6558","PHILOSOPHY - ESCI","10","<0.1","N/A","0.03","0"%,
"Allgemeine Zeitschrift fur Philosophie","ALLG Z PHILOS","0340-7969","0340-7969","PHILOSOPHY - AHCI","16","<0.1","N/A","0.02","0"%,
"Aufklarung-Revista de Filosofia","AUFKLARUNG","2318-9428","2318-9428","PHILOSOPHY - ESCI","30","<0.1","N/A","0.02","84.06"%,
"Claridades-Revista de Filosofia","CLARIDADES-REV FILOS","1889-6855","1989-3787","PHILOSOPHY - ESCI","8","<0.1","N/A","0.02","56.45"%,
"Constelaciones-Revista de Teoria Critica","CONSTELACIONES-REV T","2172-9506","2172-9506","PHILOSOPHY - ESCI","29","<0.1","N/A","0.02","0"%,
"Esercizi Filosofici","ESER FILOS","1970-0164","1970-0164","PHILOSOPHY - ESCI","7","<0.1","N/A","0.02","0"%,
"Investigaciones Fenomenologicas","INVESTIG FENOMENOL","1885-1088","1885-1088","PHILOSOPHY - ESCI","29","<0.1","N/A","0.02","0"%,
"Synesis","SYNESIS","1678-6785","1984-6754","PHILOSOPHY - ESCI","14","<0.1","N/A","0.02","0"%,
"Comunicazione Filosofica","COMUN FILOS","1128-9082","1128-9082","PHILOSOPHY - ESCI","5","<0.1","N/A","0.01","0"%,
"Filosofia Politica","FILOS POLIT","0394-7297","0394-7297","PHILOSOPHY - ESCI","34","<0.1","N/A","0.01","0"%,
"Hybris-Revista de Filosofia","HYBRIS","N/A","0718-8382","PHILOSOPHY - ESCI","19","<0.1","N/A","0.01","0"%,
"Kalagatos-Revista de Filosofia","KALAGATOS","1808-107X","1984-9206","PHILOSOPHY - ESCI","2","<0.1","N/A","0.01","0"%,
"PHILOSOPHISCHE RUNDSCHAU","PHILOS RUNDSCH","0031-8159","1868-7261","PHILOSOPHY - AHCI","19","<0.1","N/A","0.01","0"%,
"UNIVERSITAS-Monthly Review of Philosophy and Culture","UNIVERSITAS-TAIWAN","1015-8383","N/A","PHILOSOPHY - AHCI","15","<0.1","N/A","0.01","0"%,
"Cinema-Journal of Philosophy and the Moving Image","CINEMA","1647-8991","1647-8991","PHILOSOPHY - ESCI","60","<0.1","N/A","0","0"%,
"Doctor Virtualis-Rivista di Storia della Filosofia Medievale","DOCTOR VIRTUALIS","N/A","2035-7362","PHILOSOPHY - ESCI","2","<0.1","N/A","0","0"%,
"Epekeina-International Journal of Ontology History and Critics","EPEKEINA","2281-3209","2281-3209","PHILOSOPHY - ESCI","3","<0.1","N/A","0","0"%,
"Hume Studies","HUME STUD","0319-7336","1947-9921","PHILOSOPHY - AHCI","140","<0.1","N/A","0","0"%,
"Phares-Revue Philosophique Etudiante de l Universite Laval","PHARES","1496-8533","1496-8533","PHILOSOPHY - ESCI","3","<0.1","N/A","0","0"%,
"Revista de Filosofia y Teoria Politica","REV FILOS TEOR POLIT","0328-6223","2314-2553","PHILOSOPHY - ESCI","4","<0.1","N/A","0","55.56"%,

Copyright (c) 2024 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
